timestamp,room,temperature_C,humidity_%,CO2_ppm,CO_ppm,NO2_ppb,VOC_ppb,CH4_ppm,C3H8_ppm,H2S_ppm,Rn_Bq_m3,anomaly_flag,temperature_C_anomaly,humidity_%_anomaly,CO2_ppm_anomaly,CO_ppm_anomaly,NO2_ppb_anomaly,VOC_ppb_anomaly,CH4_ppm_anomaly,C3H8_ppm_anomaly,H2S_ppm_anomaly,Rn_Bq_m3_anomaly
2023-01-01 00:43:00,Kitchen,24.37,50.02,1388.65,6.087,45.53,261.24,6.08,3.11,0.919,19.68,1,0,0,1,1,0,0,1,1,1,0
2023-01-01 00:44:00,Garage,25.3,47.45,1384.53,5.641,54.75,256.95,5.83,3.1,0.848,17.82,1,0,0,1,1,0,0,1,1,1,0
2023-01-01 00:45:00,Kitchen,25.03,51.71,1302.81,5.785,47.62,271.15,5.86,3.23,0.996,18.84,1,0,0,1,1,0,0,1,1,1,0
2023-01-01 00:46:00,Kitchen,24.66,49.71,1340.65,5.941,47.28,279.04,5.77,3.13,0.856,17.5,1,0,0,1,1,0,0,1,1,1,0
2023-01-01 00:47:00,Garage,24.83,49.54,1373.54,5.523,51.97,284.62,6.04,3.02,0.922,17.87,1,0,0,1,1,0,0,1,1,1,0
2023-01-01 00:48:00,Basement,25.88,48.46,1340.12,5.69,52.37,290.02,5.91,3.03,0.884,18.28,1,0,0,1,1,0,0,1,1,1,0
2023-01-01 00:49:00,Kitchen,26.68,47.22,1368.81,5.397,58.62,298.31,5.52,3.15,0.889,20.2,1,1,0,1,1,0,0,1,1,1,0
2023-01-01 00:50:00,Kitchen,25.34,47.17,1350.82,5.475,58.13,316.51,5.37,3.18,0.925,16.84,1,0,0,1,1,1,0,1,1,1,0
2023-01-01 00:51:00,Kitchen,25.93,47.05,715.92,0.756,21.42,202.26,1.87,1.16,0.061,17.56,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 00:52:00,Garage,25.34,46.55,721.89,0.747,27.35,197.91,1.17,1.13,0.073,19.09,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 00:53:00,Living Room,26.17,46.94,716.55,0.659,22.13,172.99,1.74,1.05,0.087,15.68,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 00:54:00,Living Room,26.38,46.93,706.24,0.569,27.24,179.67,1.14,1.11,0.068,16.5,0,1,0,0,0,0,0,0,0,0,0
2023-01-01 00:55:00,Kitchen,25.65,48.43,720.09,0.441,26.3,184.48,0.86,0.91,0.06,16.27,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 00:56:00,Living Room,24.99,47.53,716.89,0.407,22.8,176.97,1.27,0.91,0.086,16.03,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 00:57:00,Living Room,25.21,43.11,704.41,0.289,23.72,137.09,0.9,0.95,0.085,17.41,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 00:58:00,Garage,26.18,46.06,685.23,0.311,34.69,152.33,0.95,0.76,0.073,15.11,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 00:59:00,Basement,25.17,46.04,720.96,0.12,22.69,166.28,0.65,0.59,0.058,13.05,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:00:00,Basement,25.53,44.61,680.58,0.071,30.89,133.52,0.86,0.69,0.091,15.97,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:01:00,Basement,26.55,44.54,1222.91,3.293,73.73,318.97,4.5,1.87,0.674,16.57,1,1,0,1,0,1,0,1,0,1,0
2023-01-01 01:02:00,Living Room,25.08,39.97,1246.46,3.387,76.32,336.9,4.5,1.87,0.664,15.02,1,0,0,1,0,1,1,0,0,1,0
2023-01-01 01:03:00,Living Room,25.61,41.04,1253.64,3.431,78.97,304.72,4.12,1.82,0.677,14.8,1,0,0,1,0,1,0,0,0,1,0
2023-01-01 01:04:00,Kitchen,25.93,43.36,712.51,0.118,22.42,127.22,1.11,0.41,0.058,13.42,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:05:00,Garage,25.82,44.3,690.48,0.111,25.68,118.5,0.28,0.51,0.061,14.91,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:06:00,Basement,25.76,40.77,724.05,0.24,20.92,121.64,0.59,0.26,0.059,13.97,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:07:00,Basement,26.22,40.7,722.93,0.267,21.46,130.83,0.6,0.45,0.028,13.14,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:08:00,Kitchen,26.31,43.19,688.2,0.226,23.24,148.4,0.76,0.3,0.053,13.79,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:09:00,Basement,26.4,41.62,693.48,0.194,18.85,147.98,0.77,0.13,0.042,13.05,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:10:00,Living Room,26.16,45.16,700.77,0.148,20.16,163.91,0.82,0.25,0.056,12.94,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:11:00,Kitchen,26.56,41.36,710.21,0.126,17.91,174.03,0.69,0.33,0.031,12.93,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:12:00,Garage,26.05,42.73,693.52,0.138,15.39,183.06,0.75,0.24,0.025,13.23,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:13:00,Living Room,26.79,39.51,672.8,0.11,12.05,198.1,0.92,0.24,0.016,11.87,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:14:00,Garage,25.55,38.87,692.92,0.027,9.06,179.15,1.49,0.42,0.015,10.04,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:15:00,Basement,25.58,37.7,662.06,0.016,15.96,200.01,1.32,0.42,0.041,11.67,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:16:00,Living Room,26.18,41.66,691.13,0.166,11.2,206.53,1.43,0.34,0.039,11.94,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:17:00,Basement,25.66,42.28,662.81,0.11,11.56,211.49,1.65,0.55,0.033,10.58,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:18:00,Living Room,26.41,37.66,672.05,0.25,6.09,185.78,1.66,0.48,0.001,11.22,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:19:00,Garage,26.6,40.33,627.48,0.258,8.13,189.86,1.83,0.64,0.018,12.09,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:20:00,Kitchen,25.56,38.67,655.69,0.454,10.49,190.57,1.74,0.63,0.023,11.31,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:21:00,Garage,26.62,36.36,611.72,0.538,11.09,150.43,1.85,0.73,0.042,10.16,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:22:00,Kitchen,26.04,40.99,621.53,0.528,7.27,155.53,2.07,0.83,0.018,10.26,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:23:00,Living Room,25.53,37.87,617.07,0.588,5.23,130.82,1.81,0.85,0.033,8.31,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:24:00,Basement,24.83,38.45,676.39,0.687,9.22,163.46,2.48,0.96,0.029,12.17,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:25:00,Kitchen,25.11,37.84,654.68,0.77,9.42,125.61,2.39,0.9,0.028,8.17,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:26:00,Kitchen,25.48,35.1,579.52,0.823,12.03,125.15,2.21,1.03,0.021,9.64,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:27:00,Basement,25.31,41.73,651.47,0.95,11.09,105.85,2.69,1.02,0.023,9.88,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:28:00,Living Room,25.96,36.01,610.81,0.919,8.12,119.64,2.29,1.2,0.056,9.8,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:29:00,Kitchen,26.08,37.78,547.57,0.931,7.67,119.48,2.19,1.28,0.035,8.48,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:30:00,Garage,24.88,37.39,611.88,0.952,15.73,135.42,2.47,1.29,0.056,7.58,0,1,0,0,0,0,0,0,0,0,0
2023-01-01 01:31:00,Basement,25.64,38.1,574.67,0.96,16.83,124.61,2.01,1.31,0.051,7.78,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:32:00,Living Room,25.76,37.28,576.5,1.025,13.42,133.27,2.36,1.3,0.037,9.62,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:33:00,Kitchen,24.83,35.44,570.57,0.982,17.54,160.61,2.56,1.41,0.058,7.65,0,1,0,0,0,0,0,0,0,0,0
2023-01-01 01:34:00,Living Room,25.76,39.44,569.54,0.998,14.51,159.96,2.24,1.32,0.077,9.03,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:35:00,Garage,24.79,35.38,555.68,1.048,18.65,177.64,1.84,1.32,0.064,11.53,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:36:00,Basement,25.78,38.76,546.8,0.894,22.24,177.35,1.92,1.36,0.072,9.85,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:37:00,Basement,24.86,35.47,551.72,0.915,22.06,192.91,2.21,1.3,0.084,8.32,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:38:00,Garage,25.61,31.64,554.83,0.849,23.05,195.62,1.72,1.06,0.058,7.48,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:39:00,Kitchen,24.87,32.94,545.14,0.791,24.63,206.24,1.52,1.28,0.068,8.5,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:40:00,Garage,25.25,31.56,521.55,0.658,24.64,187.39,1.58,1.13,0.078,7.66,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:41:00,Living Room,26.61,36.64,562.28,0.621,24.23,212.42,1.19,1.25,0.083,8.12,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:42:00,Kitchen,25.75,37.0,486.33,0.559,28.84,193.13,1.42,1.03,0.069,10.1,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:43:00,Living Room,25.43,39.34,469.88,0.489,31.69,162.69,1.08,1.0,0.075,9.01,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:44:00,Living Room,24.19,36.82,529.67,0.385,30.21,171.66,1.43,1.06,0.076,9.24,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:45:00,Kitchen,24.43,41.92,475.1,0.326,29.35,143.69,1.26,0.89,0.081,7.17,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:46:00,Kitchen,25.27,38.55,473.87,0.303,25.96,141.53,1.07,0.91,0.099,8.67,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:47:00,Garage,25.46,37.39,486.14,0.167,28.11,115.31,0.89,0.72,0.077,9.77,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:48:00,Kitchen,24.13,34.59,488.87,0.031,29.69,145.44,0.66,0.73,0.058,8.88,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:49:00,Living Room,24.21,32.43,494.42,0.013,27.34,112.41,0.79,0.47,0.074,10.54,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:50:00,Living Room,25.33,35.31,483.61,0.0,26.44,104.06,0.77,0.56,0.055,9.76,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:51:00,Kitchen,24.33,35.65,465.22,0.122,25.41,101.03,0.82,0.6,0.067,9.92,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:52:00,Kitchen,24.68,32.91,440.23,0.115,22.49,130.17,0.77,0.79,0.062,12.11,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:53:00,Basement,23.68,29.12,443.79,0.074,27.62,130.7,0.46,0.51,0.057,11.38,0,0,1,0,0,0,0,0,0,0,0
2023-01-01 01:54:00,Living Room,23.62,36.09,430.13,0.179,23.45,127.04,0.84,0.66,0.058,9.94,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:55:00,Kitchen,25.06,32.78,447.84,0.129,21.24,144.92,0.84,0.34,0.059,10.3,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:56:00,Kitchen,23.8,35.38,411.3,0.165,18.73,146.67,1.09,0.22,0.046,10.22,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:57:00,Kitchen,24.18,35.7,459.6,0.254,18.15,135.62,0.96,0.37,0.04,11.13,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:58:00,Kitchen,24.8,35.04,446.17,0.219,16.69,176.14,0.94,0.26,0.029,11.19,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 01:59:00,Basement,23.86,35.02,475.72,0.189,15.23,165.25,1.25,0.29,0.032,13.5,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:00:00,Garage,23.15,37.4,422.88,0.05,15.83,194.85,1.06,0.18,0.043,11.65,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:01:00,Garage,23.4,33.96,409.29,0.063,17.76,179.97,1.03,0.35,0.009,12.61,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:02:00,Garage,23.71,34.74,460.46,0.062,12.64,191.63,0.97,0.32,0.025,13.02,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:03:00,Living Room,23.63,35.28,413.98,0.022,9.33,198.48,1.37,0.45,0.012,13.12,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:04:00,Garage,23.66,37.7,409.15,0.099,7.21,204.56,1.06,0.52,0.016,12.92,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:05:00,Kitchen,23.9,35.09,401.18,0.205,10.66,193.46,1.67,0.35,0.012,11.78,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:06:00,Basement,22.33,33.85,373.2,0.201,7.44,216.31,1.74,0.55,0.023,14.15,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:07:00,Living Room,23.15,37.21,448.23,0.386,6.97,175.5,1.94,0.52,0.022,13.96,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:08:00,Living Room,23.09,34.36,424.96,0.394,5.03,177.48,1.66,0.63,0.001,14.24,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:09:00,Garage,23.22,35.96,434.13,0.402,10.89,170.33,2.11,0.73,0.018,14.81,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:10:00,Living Room,22.32,33.62,414.6,0.599,11.5,148.84,2.15,0.73,0.024,13.98,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:11:00,Living Room,24.01,33.07,394.81,0.654,10.18,146.97,2.17,0.85,0.021,14.76,0,1,0,0,0,0,0,0,0,0,0
2023-01-01 02:12:00,Living Room,23.7,36.0,406.94,0.595,5.69,138.79,2.09,0.99,0.039,13.16,0,1,0,0,0,0,0,0,0,0,0
2023-01-01 02:13:00,Living Room,23.12,37.65,412.29,0.718,14.74,124.58,1.87,0.95,0.032,14.25,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:14:00,Kitchen,22.41,35.98,422.48,0.871,14.58,124.42,2.11,0.94,0.022,13.47,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:15:00,Garage,22.44,34.78,435.68,0.931,11.12,140.73,2.0,1.24,0.049,14.67,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:16:00,Garage,21.38,34.62,434.82,0.889,14.25,130.46,2.44,1.15,0.05,17.34,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:17:00,Garage,22.72,41.43,427.18,1.033,16.14,112.61,2.45,1.43,0.05,16.78,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:18:00,Garage,21.66,36.2,413.48,0.981,15.37,144.18,2.41,1.17,0.065,16.73,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:19:00,Living Room,22.08,35.29,404.29,1.01,12.02,116.06,2.29,1.29,0.055,18.6,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:20:00,Living Room,22.14,35.53,386.45,0.946,15.56,143.61,2.53,1.22,0.052,16.72,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:21:00,Living Room,22.47,37.16,465.85,1.047,16.04,156.31,2.27,1.27,0.074,15.99,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:22:00,Kitchen,22.01,33.18,404.58,0.873,18.76,172.47,2.05,1.32,0.058,18.12,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:23:00,Living Room,22.05,36.46,433.74,0.965,21.74,173.68,1.55,1.08,0.068,18.05,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:24:00,Living Room,21.61,41.39,422.59,0.832,19.43,183.39,2.11,1.42,0.09,16.98,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:25:00,Living Room,21.72,38.47,451.27,0.86,23.83,205.16,1.98,1.18,0.088,17.85,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:26:00,Basement,20.59,39.25,479.28,0.802,20.62,182.4,1.89,1.34,0.062,18.69,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:27:00,Living Room,21.42,39.67,476.34,0.692,25.99,214.05,1.4,1.11,0.069,18.72,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:28:00,Kitchen,20.77,41.45,457.54,0.664,27.35,182.22,1.44,1.09,0.066,19.74,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:29:00,Garage,21.21,41.02,442.07,0.571,23.84,203.39,1.29,1.29,0.077,20.09,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:30:00,Basement,21.35,40.3,469.27,0.557,23.49,189.3,1.31,0.96,0.073,19.04,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:31:00,Kitchen,21.21,33.26,446.82,0.482,24.95,174.45,1.16,0.95,0.071,19.4,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:32:00,Living Room,21.16,37.22,463.16,0.399,27.55,174.17,1.38,0.91,0.063,20.47,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:33:00,Garage,20.07,40.72,477.13,0.328,26.78,160.3,0.98,0.79,0.061,19.25,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:34:00,Garage,20.36,38.55,480.71,0.247,22.59,171.22,1.12,0.79,0.077,20.58,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:35:00,Living Room,20.07,37.53,483.03,0.149,25.92,143.48,1.1,0.71,0.052,21.64,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:36:00,Basement,20.89,42.78,453.9,0.127,24.47,143.32,0.86,0.65,0.07,21.54,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:37:00,Basement,19.47,40.65,489.15,0.019,27.48,133.96,0.6,0.54,0.07,21.02,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:38:00,Basement,20.31,40.15,498.23,0.025,26.99,133.07,0.77,0.56,0.051,20.94,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:39:00,Garage,20.18,40.99,504.55,0.073,24.14,135.15,0.33,0.59,0.054,19.91,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:40:00,Kitchen,20.28,43.82,521.45,0.094,24.75,118.94,0.5,0.51,0.031,20.69,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:41:00,Garage,19.33,44.92,537.87,0.166,21.76,126.14,0.91,0.49,0.062,18.55,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:42:00,Garage,20.21,43.23,511.96,0.146,24.5,131.93,0.59,0.41,0.057,21.13,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:43:00,Basement,18.87,43.62,523.06,0.193,24.98,140.23,0.92,0.47,0.056,19.32,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:44:00,Living Room,18.72,42.0,555.03,0.165,20.25,159.38,0.71,0.36,0.068,20.26,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:45:00,Living Room,19.55,45.04,516.97,0.211,16.33,149.11,0.48,0.32,0.031,20.21,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:46:00,Garage,19.5,42.61,545.85,0.183,21.43,158.82,0.77,0.2,0.058,20.73,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:47:00,Kitchen,20.26,42.55,523.77,0.179,15.44,173.05,0.91,0.47,0.034,20.17,0,0,0,0,0,0,0,0,0,0,0
2023-01-01 02:48:00,Basement,19.22,49.04,573.15,0.081,18.66,194.63,1.22,0.16,0.018,21.51,0,0,0,0,0,0,0,0,0,0,0
